phrog_id	color	annot	category
phrog_36779	#ff59f5	toxin	moron, auxiliary metabolic gene and host takeover
phrog_36780	#c9c9c9	NA	unknown function
phrog_36781	#c9c9c9	NA	unknown function
phrog_36782	#c9c9c9	NA	unknown function
phrog_36783	#c9c9c9	NA	unknown function
phrog_36784	#838383	NAD synthetase	other
phrog_36785	#c9c9c9	NA	unknown function
phrog_36786	#c9c9c9	NA	unknown function
phrog_36787	#c9c9c9	NA	unknown function
phrog_36788	#c9c9c9	NA	unknown function
phrog_36789	#c9c9c9	NA	unknown function
phrog_36790	#c9c9c9	NA	unknown function
phrog_36791	#c9c9c9	NA	unknown function
phrog_36792	#c9c9c9	NA	unknown function
phrog_36793	#c9c9c9	NA	unknown function
phrog_36794	#c9c9c9	NA	unknown function
phrog_36795	#c9c9c9	NA	unknown function
phrog_36796	#c9c9c9	NA	unknown function
phrog_36797	#c9c9c9	NA	unknown function
phrog_36798	#c9c9c9	NA	unknown function
phrog_36799	#c9c9c9	NA	unknown function
phrog_36800	#c9c9c9	NA	unknown function
phrog_36801	#c9c9c9	NA	unknown function
phrog_36802	#c9c9c9	NA	unknown function
phrog_36803	#c9c9c9	NA	unknown function
phrog_36804	#c9c9c9	NA	unknown function
phrog_36805	#07e9a2	tail length tape measure protein	tail
phrog_36806	#c9c9c9	NA	unknown function
phrog_36807	#c9c9c9	NA	unknown function
phrog_36808	#c9c9c9	NA	unknown function
phrog_36809	#c9c9c9	NA	unknown function
phrog_36810	#c9c9c9	NA	unknown function
phrog_36811	#c9c9c9	NA	unknown function
phrog_36812	#c9c9c9	NA	unknown function
phrog_36813	#c9c9c9	NA	unknown function
phrog_36814	#c9c9c9	NA	unknown function
phrog_36815	#c9c9c9	NA	unknown function
phrog_36816	#c9c9c9	NA	unknown function
phrog_36817	#c9c9c9	NA	unknown function
phrog_36818	#f35f49	RIIB lysis inhibitor	lysis
phrog_36819	#c9c9c9	NA	unknown function
phrog_36820	#c9c9c9	NA	unknown function
phrog_36821	#c9c9c9	NA	unknown function
phrog_36822	#c9c9c9	NA	unknown function
phrog_36823	#c9c9c9	NA	unknown function
phrog_36824	#c9c9c9	NA	unknown function
phrog_36825	#c9c9c9	NA	unknown function
phrog_36826	#c9c9c9	NA	unknown function
phrog_36827	#c9c9c9	NA	unknown function
phrog_36828	#c9c9c9	NA	unknown function
phrog_36829	#c9c9c9	NA	unknown function
phrog_36830	#c9c9c9	NA	unknown function
phrog_36831	#c9c9c9	NA	unknown function
phrog_36832	#c9c9c9	NA	unknown function
phrog_36833	#c9c9c9	NA	unknown function
phrog_36834	#c9c9c9	NA	unknown function
phrog_36835	#c9c9c9	NA	unknown function
phrog_36836	#c9c9c9	NA	unknown function
phrog_36837	#c9c9c9	NA	unknown function
phrog_36838	#c9c9c9	NA	unknown function
phrog_36839	#c9c9c9	NA	unknown function
phrog_36840	#c9c9c9	NA	unknown function
phrog_36841	#c9c9c9	NA	unknown function
phrog_36842	#c9c9c9	NA	unknown function
phrog_36843	#c9c9c9	NA	unknown function
phrog_36844	#c9c9c9	NA	unknown function
phrog_36845	#c9c9c9	NA	unknown function
phrog_36846	#c9c9c9	NA	unknown function
phrog_36847	#c9c9c9	NA	unknown function
phrog_36848	#c9c9c9	NA	unknown function
phrog_36849	#c9c9c9	NA	unknown function
phrog_36850	#c9c9c9	NA	unknown function
phrog_36851	#c9c9c9	NA	unknown function
phrog_36852	#c9c9c9	NA	unknown function
phrog_36853	#c9c9c9	NA	unknown function
phrog_36854	#c9c9c9	NA	unknown function
phrog_36855	#c9c9c9	NA	unknown function
phrog_36856	#c9c9c9	NA	unknown function
phrog_36857	#c9c9c9	NA	unknown function
phrog_36858	#c9c9c9	NA	unknown function
phrog_36859	#c9c9c9	NA	unknown function
phrog_36860	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_36861	#c9c9c9	NA	unknown function
phrog_36862	#c9c9c9	NA	unknown function
phrog_36863	#c9c9c9	NA	unknown function
phrog_36864	#c9c9c9	NA	unknown function
phrog_36865	#c9c9c9	NA	unknown function
phrog_36866	#c9c9c9	NA	unknown function
phrog_36867	#c9c9c9	NA	unknown function
phrog_36868	#c9c9c9	NA	unknown function
phrog_36869	#c9c9c9	NA	unknown function
phrog_36870	#c9c9c9	NA	unknown function
phrog_36871	#c9c9c9	NA	unknown function
phrog_36872	#c9c9c9	NA	unknown function
phrog_36873	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism
phrog_36874	#c9c9c9	NA	unknown function
phrog_36875	#c9c9c9	NA	unknown function
phrog_36876	#c9c9c9	NA	unknown function
phrog_36877	#c9c9c9	NA	unknown function
phrog_36878	#c9c9c9	NA	unknown function
phrog_36879	#c9c9c9	NA	unknown function
phrog_36880	#c9c9c9	NA	unknown function
phrog_36881	#c9c9c9	NA	unknown function
phrog_36882	#c9c9c9	NA	unknown function
phrog_36883	#c9c9c9	NA	unknown function
phrog_36884	#c9c9c9	NA	unknown function
phrog_36885	#c9c9c9	NA	unknown function
phrog_36886	#c9c9c9	NA	unknown function
phrog_36887	#c9c9c9	NA	unknown function
phrog_36888	#c9c9c9	NA	unknown function
phrog_36889	#c9c9c9	NA	unknown function
phrog_36890	#c9c9c9	NA	unknown function
phrog_36891	#c9c9c9	NA	unknown function
phrog_36892	#c9c9c9	NA	unknown function
phrog_36893	#c9c9c9	NA	unknown function
phrog_36894	#c9c9c9	NA	unknown function
phrog_36895	#c9c9c9	NA	unknown function
phrog_36896	#c9c9c9	NA	unknown function
phrog_36897	#c9c9c9	NA	unknown function
phrog_36898	#c9c9c9	NA	unknown function
phrog_36899	#c9c9c9	NA	unknown function
phrog_36900	#c9c9c9	NA	unknown function
phrog_36901	#c9c9c9	NA	unknown function
phrog_36902	#c9c9c9	NA	unknown function
phrog_36903	#c9c9c9	NA	unknown function
phrog_36904	#c9c9c9	NA	unknown function
phrog_36905	#c9c9c9	NA	unknown function
phrog_36906	#c9c9c9	NA	unknown function
phrog_36907	#c9c9c9	NA	unknown function
phrog_36908	#c9c9c9	NA	unknown function
phrog_36909	#c9c9c9	NA	unknown function
phrog_36910	#c9c9c9	NA	unknown function
phrog_36911	#c9c9c9	NA	unknown function
phrog_36912	#c9c9c9	NA	unknown function
phrog_36913	#c9c9c9	NA	unknown function
phrog_36914	#c9c9c9	NA	unknown function
phrog_36915	#c9c9c9	NA	unknown function
phrog_36916	#c9c9c9	NA	unknown function
phrog_36917	#c9c9c9	NA	unknown function
phrog_36918	#c9c9c9	NA	unknown function
phrog_36919	#c9c9c9	NA	unknown function
phrog_36920	#c9c9c9	NA	unknown function
phrog_36921	#c9c9c9	NA	unknown function
phrog_36922	#c9c9c9	NA	unknown function
phrog_36923	#c9c9c9	NA	unknown function
phrog_36924	#c9c9c9	NA	unknown function
phrog_36925	#c9c9c9	NA	unknown function
phrog_36926	#c9c9c9	NA	unknown function
phrog_36927	#c9c9c9	NA	unknown function
phrog_36928	#c9c9c9	NA	unknown function
phrog_36929	#c9c9c9	NA	unknown function
phrog_36930	#c9c9c9	NA	unknown function
phrog_36931	#c9c9c9	NA	unknown function
phrog_36932	#c9c9c9	NA	unknown function
phrog_36933	#c9c9c9	NA	unknown function
phrog_36934	#c9c9c9	NA	unknown function
phrog_36935	#c9c9c9	NA	unknown function
phrog_36936	#c9c9c9	NA	unknown function
phrog_36937	#c9c9c9	NA	unknown function
phrog_36938	#c9c9c9	NA	unknown function
phrog_36939	#c9c9c9	NA	unknown function
phrog_36940	#c9c9c9	NA	unknown function
phrog_36941	#3e83f6	head maturation protease	head and packaging
phrog_36942	#c9c9c9	NA	unknown function
phrog_36943	#c9c9c9	NA	unknown function
phrog_36944	#c9c9c9	NA	unknown function
phrog_36945	#c9c9c9	NA	unknown function
phrog_36946	#c9c9c9	NA	unknown function
phrog_36947	#c9c9c9	NA	unknown function
phrog_36948	#c9c9c9	NA	unknown function
phrog_36949	#c9c9c9	NA	unknown function
phrog_36950	#c9c9c9	NA	unknown function
phrog_36951	#c9c9c9	NA	unknown function
phrog_36952	#c9c9c9	NA	unknown function
phrog_36953	#c9c9c9	NA	unknown function
phrog_36954	#c9c9c9	NA	unknown function
phrog_36955	#c9c9c9	NA	unknown function
phrog_36956	#c9c9c9	NA	unknown function
phrog_36957	#c9c9c9	NA	unknown function
phrog_36958	#c9c9c9	NA	unknown function
phrog_36959	#c9c9c9	NA	unknown function
phrog_36960	#c9c9c9	NA	unknown function
phrog_36961	#c9c9c9	NA	unknown function
phrog_36962	#c9c9c9	NA	unknown function
phrog_36963	#c9c9c9	NA	unknown function
phrog_36964	#3e83f6	terminase large subunit	head and packaging
phrog_36965	#c9c9c9	NA	unknown function
phrog_36966	#c9c9c9	NA	unknown function
phrog_36967	#c9c9c9	NA	unknown function
phrog_36968	#c9c9c9	NA	unknown function
phrog_36969	#c9c9c9	NA	unknown function
phrog_36970	#c9c9c9	NA	unknown function
phrog_36971	#c9c9c9	NA	unknown function
phrog_36972	#c9c9c9	NA	unknown function
phrog_36973	#c9c9c9	NA	unknown function
phrog_36974	#c9c9c9	NA	unknown function
phrog_36975	#c9c9c9	NA	unknown function
phrog_36976	#c9c9c9	NA	unknown function
phrog_36977	#c9c9c9	NA	unknown function
phrog_36978	#c9c9c9	NA	unknown function
phrog_36979	#c9c9c9	NA	unknown function
phrog_36980	#c9c9c9	NA	unknown function
phrog_36981	#c9c9c9	NA	unknown function
phrog_36982	#c9c9c9	NA	unknown function
phrog_36983	#c9c9c9	NA	unknown function
phrog_36984	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_36985	#c9c9c9	NA	unknown function
phrog_36986	#c9c9c9	NA	unknown function
phrog_36987	#c9c9c9	NA	unknown function
phrog_36988	#c9c9c9	NA	unknown function
phrog_36989	#c9c9c9	NA	unknown function
phrog_36990	#c9c9c9	NA	unknown function
phrog_36991	#c9c9c9	NA	unknown function
phrog_36992	#c9c9c9	NA	unknown function
phrog_36993	#c9c9c9	NA	unknown function
phrog_36994	#c9c9c9	NA	unknown function
phrog_36995	#c9c9c9	NA	unknown function
phrog_36996	#c9c9c9	NA	unknown function
phrog_36997	#c9c9c9	NA	unknown function
phrog_36998	#c9c9c9	NA	unknown function
phrog_36999	#c9c9c9	NA	unknown function
phrog_37000	#c9c9c9	NA	unknown function
phrog_37001	#c9c9c9	NA	unknown function
phrog_37002	#c9c9c9	NA	unknown function
phrog_37003	#c9c9c9	NA	unknown function
phrog_37004	#c9c9c9	NA	unknown function
phrog_37005	#c9c9c9	NA	unknown function
phrog_37006	#c9c9c9	NA	unknown function
phrog_37007	#c9c9c9	NA	unknown function
phrog_37008	#c9c9c9	NA	unknown function
phrog_37009	#c9c9c9	NA	unknown function
phrog_37010	#c9c9c9	NA	unknown function
phrog_37011	#c9c9c9	NA	unknown function
phrog_37012	#c9c9c9	NA	unknown function
phrog_37013	#07e9a2	tail fiber protein	tail
phrog_37014	#c9c9c9	NA	unknown function
phrog_37015	#c9c9c9	NA	unknown function
phrog_37016	#c9c9c9	NA	unknown function
phrog_37017	#c9c9c9	NA	unknown function
phrog_37018	#c9c9c9	NA	unknown function
phrog_37019	#c9c9c9	NA	unknown function
phrog_37020	#c9c9c9	NA	unknown function
phrog_37021	#c9c9c9	NA	unknown function
phrog_37022	#c9c9c9	NA	unknown function
phrog_37023	#ffdf59	endonuclease	DNA, RNA and nucleotide metabolism
phrog_37024	#c9c9c9	NA	unknown function
phrog_37025	#c9c9c9	NA	unknown function
phrog_37026	#c9c9c9	NA	unknown function
phrog_37027	#c9c9c9	NA	unknown function
phrog_37028	#c9c9c9	NA	unknown function
phrog_37029	#c9c9c9	NA	unknown function
phrog_37030	#c9c9c9	NA	unknown function
phrog_37031	#c9c9c9	NA	unknown function
phrog_37032	#c9c9c9	NA	unknown function
phrog_37033	#c9c9c9	NA	unknown function
phrog_37034	#c9c9c9	NA	unknown function
phrog_37035	#c9c9c9	NA	unknown function
phrog_37036	#c9c9c9	NA	unknown function
phrog_37037	#c9c9c9	NA	unknown function
phrog_37038	#c9c9c9	NA	unknown function
phrog_37039	#c9c9c9	NA	unknown function
phrog_37040	#c9c9c9	NA	unknown function
phrog_37041	#c9c9c9	NA	unknown function
phrog_37042	#c9c9c9	NA	unknown function
phrog_37043	#c9c9c9	NA	unknown function
phrog_37044	#c9c9c9	NA	unknown function
phrog_37045	#c9c9c9	NA	unknown function
phrog_37046	#c9c9c9	NA	unknown function
phrog_37047	#c9c9c9	NA	unknown function
phrog_37048	#c9c9c9	NA	unknown function
phrog_37049	#c9c9c9	NA	unknown function
phrog_37050	#c9c9c9	NA	unknown function
phrog_37051	#c9c9c9	NA	unknown function
phrog_37052	#3e83f6	head protein	head and packaging
phrog_37053	#c9c9c9	NA	unknown function
phrog_37054	#c9c9c9	NA	unknown function
phrog_37055	#c9c9c9	NA	unknown function
phrog_37056	#c9c9c9	NA	unknown function
phrog_37057	#a861e3	transcriptional regulator	transcription regulation
phrog_37058	#c9c9c9	NA	unknown function
phrog_37059	#c9c9c9	NA	unknown function
phrog_37060	#c9c9c9	NA	unknown function
phrog_37061	#c9c9c9	NA	unknown function
phrog_37062	#c9c9c9	NA	unknown function
phrog_37063	#c9c9c9	NA	unknown function
phrog_37064	#07e9a2	tail fiber protein	tail
phrog_37065	#c9c9c9	NA	unknown function
phrog_37066	#c9c9c9	NA	unknown function
phrog_37067	#c9c9c9	NA	unknown function
phrog_37068	#c9c9c9	NA	unknown function
phrog_37069	#c9c9c9	NA	unknown function
phrog_37070	#c9c9c9	NA	unknown function
phrog_37071	#c9c9c9	NA	unknown function
phrog_37072	#c9c9c9	NA	unknown function
phrog_37073	#c9c9c9	NA	unknown function
phrog_37074	#c9c9c9	NA	unknown function
phrog_37075	#c9c9c9	NA	unknown function
phrog_37076	#c9c9c9	NA	unknown function
phrog_37077	#c9c9c9	NA	unknown function
phrog_37078	#c9c9c9	NA	unknown function
phrog_37079	#c9c9c9	NA	unknown function
phrog_37080	#c9c9c9	NA	unknown function
phrog_37081	#c9c9c9	NA	unknown function
phrog_37082	#c9c9c9	NA	unknown function
phrog_37083	#c9c9c9	NA	unknown function
phrog_37084	#c9c9c9	NA	unknown function
phrog_37085	#c9c9c9	NA	unknown function
phrog_37086	#c9c9c9	NA	unknown function
phrog_37087	#c9c9c9	NA	unknown function
phrog_37088	#c9c9c9	NA	unknown function
phrog_37089	#838383	recombinase	other
phrog_37090	#c9c9c9	NA	unknown function
phrog_37091	#c9c9c9	NA	unknown function
phrog_37092	#c9c9c9	NA	unknown function
phrog_37093	#a861e3	transcriptional regulator	transcription regulation
phrog_37094	#c9c9c9	NA	unknown function
phrog_37095	#c9c9c9	NA	unknown function
phrog_37096	#c9c9c9	NA	unknown function
phrog_37097	#c9c9c9	NA	unknown function
phrog_37098	#c9c9c9	NA	unknown function
phrog_37099	#c9c9c9	NA	unknown function
phrog_37100	#c9c9c9	NA	unknown function
phrog_37101	#c9c9c9	NA	unknown function
phrog_37102	#c9c9c9	NA	unknown function
phrog_37103	#c9c9c9	NA	unknown function
phrog_37104	#c9c9c9	NA	unknown function
phrog_37105	#c9c9c9	NA	unknown function
phrog_37106	#c9c9c9	NA	unknown function
phrog_37107	#c9c9c9	NA	unknown function
phrog_37108	#c9c9c9	NA	unknown function
phrog_37109	#c9c9c9	NA	unknown function
phrog_37110	#c9c9c9	NA	unknown function
phrog_37111	#c9c9c9	NA	unknown function
phrog_37112	#c9c9c9	NA	unknown function
phrog_37113	#c9c9c9	NA	unknown function
phrog_37114	#c9c9c9	NA	unknown function
phrog_37115	#c9c9c9	NA	unknown function
phrog_37116	#c9c9c9	NA	unknown function
phrog_37117	#c9c9c9	NA	unknown function
phrog_37118	#c9c9c9	NA	unknown function
phrog_37119	#c9c9c9	NA	unknown function
phrog_37120	#c9c9c9	NA	unknown function
phrog_37121	#c9c9c9	NA	unknown function
phrog_37122	#c9c9c9	NA	unknown function
phrog_37123	#c9c9c9	NA	unknown function
phrog_37124	#c9c9c9	NA	unknown function
phrog_37125	#c9c9c9	NA	unknown function
phrog_37126	#c9c9c9	NA	unknown function
phrog_37127	#c9c9c9	NA	unknown function
phrog_37128	#c9c9c9	NA	unknown function
phrog_37129	#c9c9c9	NA	unknown function
phrog_37130	#c9c9c9	NA	unknown function
phrog_37131	#c9c9c9	NA	unknown function
phrog_37132	#c9c9c9	NA	unknown function
phrog_37133	#c9c9c9	NA	unknown function
phrog_37134	#c9c9c9	NA	unknown function
phrog_37135	#c9c9c9	NA	unknown function
phrog_37136	#c9c9c9	NA	unknown function
phrog_37137	#c9c9c9	NA	unknown function
phrog_37138	#c9c9c9	NA	unknown function
phrog_37139	#c9c9c9	NA	unknown function
phrog_37140	#3e83f6	head protein	head and packaging
phrog_37141	#c9c9c9	NA	unknown function
phrog_37142	#c9c9c9	NA	unknown function
phrog_37143	#c9c9c9	NA	unknown function
phrog_37144	#c9c9c9	NA	unknown function
phrog_37145	#c9c9c9	NA	unknown function
phrog_37146	#c9c9c9	NA	unknown function
phrog_37147	#c9c9c9	NA	unknown function
phrog_37148	#c9c9c9	NA	unknown function
phrog_37149	#c9c9c9	NA	unknown function
phrog_37150	#c9c9c9	NA	unknown function
phrog_37151	#c9c9c9	NA	unknown function
phrog_37152	#c9c9c9	NA	unknown function
phrog_37153	#c9c9c9	NA	unknown function
phrog_37154	#c9c9c9	NA	unknown function
phrog_37155	#c9c9c9	NA	unknown function
phrog_37156	#c9c9c9	NA	unknown function
phrog_37157	#c9c9c9	NA	unknown function
phrog_37158	#c9c9c9	NA	unknown function
phrog_37159	#c9c9c9	NA	unknown function
phrog_37160	#c9c9c9	NA	unknown function
phrog_37161	#c9c9c9	NA	unknown function
phrog_37162	#c9c9c9	NA	unknown function
phrog_37163	#c9c9c9	NA	unknown function
phrog_37164	#c9c9c9	NA	unknown function
phrog_37165	#c9c9c9	NA	unknown function
phrog_37166	#c9c9c9	NA	unknown function
phrog_37167	#c9c9c9	NA	unknown function
phrog_37168	#c9c9c9	NA	unknown function
phrog_37169	#c9c9c9	NA	unknown function
phrog_37170	#c9c9c9	NA	unknown function
phrog_37171	#c9c9c9	NA	unknown function
phrog_37172	#c9c9c9	NA	unknown function
phrog_37173	#c9c9c9	NA	unknown function
phrog_37174	#c9c9c9	NA	unknown function
phrog_37175	#c9c9c9	NA	unknown function
phrog_37176	#c9c9c9	NA	unknown function
phrog_37177	#c9c9c9	NA	unknown function
phrog_37178	#c9c9c9	NA	unknown function
phrog_37179	#c9c9c9	NA	unknown function
phrog_37180	#c9c9c9	NA	unknown function
phrog_37181	#c9c9c9	NA	unknown function
phrog_37182	#c9c9c9	NA	unknown function
phrog_37183	#c9c9c9	NA	unknown function
phrog_37184	#c9c9c9	NA	unknown function
phrog_37185	#c9c9c9	NA	unknown function
phrog_37186	#c9c9c9	NA	unknown function
phrog_37187	#c9c9c9	NA	unknown function
phrog_37188	#c9c9c9	NA	unknown function
phrog_37189	#c9c9c9	NA	unknown function
phrog_37190	#838383	peptidase	other
phrog_37191	#c9c9c9	NA	unknown function
phrog_37192	#c9c9c9	NA	unknown function
phrog_37193	#c9c9c9	NA	unknown function
phrog_37194	#c9c9c9	NA	unknown function
phrog_37195	#c9c9c9	NA	unknown function
phrog_37196	#c9c9c9	NA	unknown function
phrog_37197	#c9c9c9	NA	unknown function
phrog_37198	#07e9a2	tail length tape measure protein chaperone	tail
phrog_37199	#c9c9c9	NA	unknown function
phrog_37200	#c9c9c9	NA	unknown function
phrog_37201	#c9c9c9	NA	unknown function
phrog_37202	#c9c9c9	NA	unknown function
phrog_37203	#c9c9c9	NA	unknown function
phrog_37204	#c9c9c9	NA	unknown function
phrog_37205	#c9c9c9	NA	unknown function
phrog_37206	#c9c9c9	NA	unknown function
phrog_37207	#c9c9c9	NA	unknown function
phrog_37208	#c9c9c9	NA	unknown function
phrog_37209	#c9c9c9	NA	unknown function
phrog_37210	#c9c9c9	NA	unknown function
phrog_37211	#c9c9c9	NA	unknown function
phrog_37212	#c9c9c9	NA	unknown function
phrog_37213	#c9c9c9	NA	unknown function
phrog_37214	#c9c9c9	NA	unknown function
phrog_37215	#c9c9c9	NA	unknown function
phrog_37216	#c9c9c9	NA	unknown function
phrog_37217	#c9c9c9	NA	unknown function
phrog_37218	#c9c9c9	NA	unknown function
phrog_37219	#c9c9c9	NA	unknown function
phrog_37220	#c9c9c9	NA	unknown function
phrog_37221	#c9c9c9	NA	unknown function
phrog_37222	#c9c9c9	NA	unknown function
phrog_37223	#c9c9c9	NA	unknown function
phrog_37224	#c9c9c9	NA	unknown function
phrog_37225	#c9c9c9	NA	unknown function
phrog_37226	#c9c9c9	NA	unknown function
phrog_37227	#c9c9c9	NA	unknown function
phrog_37228	#c9c9c9	NA	unknown function
phrog_37229	#c9c9c9	NA	unknown function
phrog_37230	#c9c9c9	NA	unknown function
phrog_37231	#c9c9c9	NA	unknown function
phrog_37232	#c9c9c9	NA	unknown function
phrog_37233	#c9c9c9	NA	unknown function
phrog_37234	#c9c9c9	NA	unknown function
phrog_37235	#838383	metal-dependent phosphohydrolase	other
phrog_37236	#c9c9c9	NA	unknown function
phrog_37237	#c9c9c9	NA	unknown function
phrog_37238	#c9c9c9	NA	unknown function
phrog_37239	#c9c9c9	NA	unknown function
phrog_37240	#c9c9c9	NA	unknown function
phrog_37241	#c9c9c9	NA	unknown function
phrog_37242	#c9c9c9	NA	unknown function
phrog_37243	#c9c9c9	NA	unknown function
phrog_37244	#c9c9c9	NA	unknown function
phrog_37245	#c9c9c9	NA	unknown function
phrog_37246	#c9c9c9	NA	unknown function
phrog_37247	#c9c9c9	NA	unknown function
phrog_37248	#c9c9c9	NA	unknown function
phrog_37249	#ffdf59	helicase	DNA, RNA and nucleotide metabolism
phrog_37250	#c9c9c9	NA	unknown function
phrog_37251	#c9c9c9	NA	unknown function
phrog_37252	#c9c9c9	NA	unknown function
phrog_37253	#c9c9c9	NA	unknown function
phrog_37254	#c9c9c9	NA	unknown function
phrog_37255	#c9c9c9	NA	unknown function
phrog_37256	#c9c9c9	NA	unknown function
phrog_37257	#c9c9c9	NA	unknown function
phrog_37258	#c9c9c9	NA	unknown function
phrog_37259	#c9c9c9	NA	unknown function
phrog_37260	#c9c9c9	NA	unknown function
phrog_37261	#c9c9c9	NA	unknown function
phrog_37262	#c9c9c9	NA	unknown function
phrog_37263	#c9c9c9	NA	unknown function
phrog_37264	#c9c9c9	NA	unknown function
phrog_37265	#c9c9c9	NA	unknown function
phrog_37266	#c9c9c9	NA	unknown function
phrog_37267	#c9c9c9	NA	unknown function
phrog_37268	#c9c9c9	NA	unknown function
phrog_37269	#c9c9c9	NA	unknown function
phrog_37270	#c9c9c9	NA	unknown function
phrog_37271	#c9c9c9	NA	unknown function
phrog_37272	#c9c9c9	NA	unknown function
phrog_37273	#c9c9c9	NA	unknown function
phrog_37274	#c9c9c9	NA	unknown function
phrog_37275	#c9c9c9	NA	unknown function
phrog_37276	#c9c9c9	NA	unknown function
phrog_37277	#c9c9c9	NA	unknown function
phrog_37278	#c9c9c9	NA	unknown function
phrog_37279	#c9c9c9	NA	unknown function
phrog_37280	#c9c9c9	NA	unknown function
phrog_37281	#c9c9c9	NA	unknown function
phrog_37282	#c9c9c9	NA	unknown function
